customer_id,age,annual_income,credit_score,loan_amount,loan_term_years,debt_to_income_ratio,late_payments,employment_type,education,loan_purpose,default
396,24,177608,624,66032,1,0.79,7,Unemployed,PhD,Home,1
397,26,104700,576,180150,15,0.78,1,Unemployed,Postgraduate,Personal,0
398,52,98532,835,355806,1,0.21,5,Salaried,Postgraduate,Education,0
399,50,147626,785,26300,1,0.23,7,Unemployed,High School,Education,1
400,55,153943,815,342844,1,0.5,0,Unemployed,Graduate,Education,0
401,60,66002,451,449161,15,0.55,5,Business,High School,Business,0
402,36,69812,782,60609,1,0.62,8,Self-Employed,Graduate,Personal,0
403,33,173698,558,196634,10,0.23,9,Unemployed,Postgraduate,Personal,0
404,62,128946,623,95045,20,0.77,9,Self-Employed,PhD,Car,0
405,50,86668,467,329045,10,0.55,1,Self-Employed,PhD,Personal,0
406,39,119003,609,272847,15,0.69,0,Salaried,Postgraduate,Personal,0
407,37,62998,778,228717,3,0.48,1,Self-Employed,High School,Car,0
408,39,124601,355,330259,10,0.39,4,Self-Employed,PhD,Personal,1
409,48,196679,772,224162,20,0.78,5,Unemployed,High School,Personal,0
410,46,27812,595,32676,5,0.51,0,Business,PhD,Home,0
411,57,81844,760,459926,20,0.71,6,Unemployed,Graduate,Car,0
412,46,153251,623,458293,10,0.77,3,Unemployed,PhD,Home,0
413,43,194870,440,388476,5,0.57,8,Business,Graduate,Business,0
414,29,94601,561,225412,15,0.48,5,Business,PhD,Car,0
415,32,159347,719,181512,20,0.1,8,Salaried,PhD,Personal,0
416,21,67857,540,172995,3,0.13,0,Business,PhD,Personal,0
417,21,145555,654,296946,5,0.24,3,Unemployed,PhD,Home,0
418,54,40700,479,357475,5,0.23,1,Business,PhD,Home,0
419,52,190536,365,461120,20,0.28,5,Business,High School,Business,0
420,45,193423,647,458378,10,0.31,3,Business,Graduate,Business,0
421,60,113330,470,129786,5,0.35,8,Self-Employed,Graduate,Personal,0
422,21,164941,773,332313,15,0.39,2,Salaried,PhD,Education,1
423,36,172026,833,73147,20,0.17,0,Self-Employed,High School,Business,0
424,59,182627,666,27075,15,0.13,0,Self-Employed,High School,Personal,0
425,25,83353,406,349159,20,0.57,8,Salaried,Postgraduate,Business,0
426,42,196098,738,210788,15,0.48,8,Self-Employed,Postgraduate,Car,0
427,49,120772,526,14304,10,0.41,4,Business,High School,Home,0
428,23,198048,743,134851,20,0.54,1,Salaried,Postgraduate,Personal,0
429,32,111502,741,387873,3,0.68,8,Self-Employed,Graduate,Business,0
430,46,133943,695,64622,10,0.4,7,Unemployed,High School,Home,0
431,36,129850,383,321359,15,0.55,9,Self-Employed,Postgraduate,Education,0
432,57,65095,312,478362,20,0.77,9,Unemployed,High School,Business,0
433,42,165342,792,341117,10,0.69,5,Business,Postgraduate,Personal,0
434,49,181980,567,113654,15,0.4,6,Unemployed,High School,Car,0
435,34,35523,824,410737,1,0.55,5,Self-Employed,PhD,Home,0
436,48,82433,419,254109,1,0.22,4,Self-Employed,Graduate,Home,0
437,25,198140,652,291172,5,0.49,3,Self-Employed,Postgraduate,Car,1
438,50,39991,356,44328,3,0.79,6,Salaried,PhD,Personal,1
439,25,30775,339,294445,1,0.46,3,Salaried,High School,Education,1
440,32,104995,635,305159,15,0.75,9,Self-Employed,PhD,Car,0
441,36,167745,472,223348,10,0.39,9,Self-Employed,Graduate,Education,0
442,46,142808,846,41845,20,0.8,9,Business,Postgraduate,Personal,0
443,46,178128,558,353962,10,0.51,8,Salaried,Postgraduate,Business,0
444,41,157686,816,81394,5,0.13,4,Salaried,High School,Business,0
445,59,27415,822,180231,10,0.51,7,Salaried,Graduate,Personal,0
446,56,194956,416,310858,1,0.29,5,Unemployed,PhD,Education,0
447,53,168036,483,85722,10,0.12,3,Self-Employed,High School,Car,1
448,50,188798,415,497937,1,0.67,2,Business,Postgraduate,Personal,1
449,57,57044,461,494946,1,0.29,5,Business,PhD,Personal,0
450,43,188616,842,292374,3,0.66,0,Self-Employed,High School,Business,1
451,30,69976,536,97554,5,0.3,1,Self-Employed,PhD,Car,0
452,25,183324,365,54262,15,0.24,6,Business,PhD,Business,0
453,56,23832,369,488417,1,0.78,3,Unemployed,High School,Education,0
454,54,54148,746,46722,20,0.35,4,Business,PhD,Education,0
455,51,132230,715,444575,5,0.52,9,Unemployed,PhD,Home,1
456,30,105076,831,329940,15,0.53,0,Unemployed,Graduate,Personal,0
457,39,58402,740,176231,20,0.49,1,Salaried,Graduate,Car,1
458,52,58578,763,245740,10,0.74,3,Self-Employed,Postgraduate,Car,1
459,21,110453,695,92052,5,0.57,7,Salaried,Graduate,Business,0
460,25,173390,694,105808,20,0.38,9,Unemployed,High School,Business,0
461,24,95715,625,260416,5,0.7,3,Business,PhD,Car,0
462,36,131435,390,267128,5,0.23,2,Salaried,Postgraduate,Business,0
463,44,171538,369,226281,10,0.48,2,Business,Graduate,Home,0
464,36,115742,465,403455,10,0.77,4,Unemployed,PhD,Personal,1
465,22,65475,513,251052,5,0.54,2,Business,High School,Home,0
466,48,80142,634,359095,20,0.67,7,Salaried,PhD,Education,1
467,52,177636,668,318030,3,0.56,4,Unemployed,High School,Car,0
468,47,173484,348,370568,1,0.69,6,Self-Employed,PhD,Home,0
469,40,113526,351,425411,10,0.76,7,Salaried,Postgraduate,Home,0
470,44,71001,588,109697,3,0.29,4,Salaried,Postgraduate,Business,0
471,32,77649,538,493075,10,0.22,7,Self-Employed,Graduate,Business,0
472,55,186589,432,236572,5,0.44,2,Unemployed,Graduate,Business,0
473,53,164228,465,237842,3,0.59,6,Self-Employed,PhD,Education,0
474,53,174136,673,101299,20,0.26,7,Salaried,PhD,Home,0
475,63,45711,672,170746,20,0.1,6,Unemployed,Graduate,Personal,0
476,57,50106,777,154177,15,0.34,1,Business,Graduate,Business,0
477,32,85458,778,165811,1,0.78,7,Salaried,PhD,Education,1
478,23,167661,599,168041,1,0.59,5,Business,PhD,Education,0
479,21,150429,381,19497,10,0.38,9,Self-Employed,PhD,Business,0
480,53,121754,386,400032,1,0.23,2,Unemployed,Postgraduate,Car,0
481,60,158286,524,259204,15,0.35,3,Self-Employed,High School,Home,1
482,30,146479,315,386059,20,0.22,6,Business,High School,Business,0
483,63,178199,657,262471,3,0.17,2,Salaried,Graduate,Personal,0
484,64,156213,462,97019,3,0.73,0,Unemployed,Postgraduate,Home,0
485,49,48884,813,195326,20,0.8,5,Self-Employed,PhD,Education,0
486,33,22708,649,114017,5,0.21,2,Business,PhD,Personal,0
487,32,38375,763,485911,20,0.14,9,Business,Graduate,Home,0
488,51,35088,674,336529,3,0.33,5,Salaried,Graduate,Personal,0
489,22,77615,391,223220,10,0.42,9,Business,Postgraduate,Education,0
490,55,130138,480,110153,15,0.24,2,Unemployed,High School,Business,0
491,43,196118,600,38826,20,0.31,5,Business,High School,Personal,0
492,37,30014,488,115034,5,0.24,3,Salaried,PhD,Business,1
493,46,154345,613,461581,10,0.64,3,Self-Employed,Graduate,Education,0
494,28,198207,792,89242,20,0.6,9,Unemployed,Postgraduate,Education,1
495,49,122842,427,390210,10,0.54,9,Self-Employed,PhD,Personal,0
496,46,181953,818,55100,20,0.37,1,Self-Employed,High School,Personal,0
497,30,98077,725,226171,10,0.74,3,Business,High School,Education,0
498,46,159784,486,392314,1,0.78,3,Business,Postgraduate,Personal,0
499,54,72874,849,402575,10,0.22,6,Salaried,PhD,Personal,0
500,61,89087,752,363349,1,0.26,4,Business,Postgraduate,Personal,0
501,27,32297,770,17809,3,0.47,7,Business,PhD,Personal,0
502,24,47128,523,69450,1,0.16,6,Self-Employed,High School,Home,0
503,31,88368,453,305572,10,0.41,9,Unemployed,Graduate,Education,0
504,49,98958,650,493206,15,0.51,8,Business,Graduate,Education,1
505,56,52920,446,339934,15,0.47,7,Unemployed,High School,Car,0
506,45,162228,648,116126,3,0.33,8,Business,Graduate,Business,0
507,41,162180,481,357465,10,0.48,0,Business,Graduate,Car,0
508,56,182917,478,269237,1,0.77,9,Salaried,PhD,Personal,0
509,30,153872,338,49498,15,0.24,2,Business,Postgraduate,Personal,0
510,57,193784,302,121251,20,0.56,4,Salaried,PhD,Home,0
511,29,153682,363,45985,5,0.13,8,Self-Employed,Postgraduate,Home,0
512,44,97603,328,299153,10,0.15,7,Unemployed,Postgraduate,Home,0
513,55,53872,671,480310,20,0.49,9,Business,Graduate,Home,0
514,55,30728,822,395659,20,0.17,6,Salaried,Postgraduate,Home,0
515,56,115102,396,22718,10,0.12,1,Self-Employed,Postgraduate,Home,0
516,38,142049,741,283849,5,0.22,5,Business,High School,Home,0
517,59,40583,502,354762,15,0.5,3,Salaried,Postgraduate,Home,1
518,52,105774,710,67598,5,0.59,4,Salaried,High School,Home,0
519,44,158335,320,345022,3,0.24,4,Self-Employed,PhD,Education,0
520,43,146374,401,279383,1,0.57,3,Business,Graduate,Home,0
521,52,170528,345,313766,1,0.23,3,Business,Postgraduate,Business,0
522,57,111118,365,51665,20,0.53,3,Unemployed,High School,Home,0
523,32,85942,463,299418,15,0.39,1,Business,PhD,Personal,0
524,33,33689,410,409635,5,0.56,0,Salaried,PhD,Personal,0
525,43,184006,637,375512,20,0.8,1,Unemployed,PhD,Home,1
526,45,53276,422,151075,10,0.76,6,Unemployed,High School,Home,0
527,55,121968,746,166938,20,0.1,0,Business,High School,Personal,0
528,61,170945,590,158060,10,0.72,5,Unemployed,Graduate,Business,0
529,50,33050,711,454110,10,0.15,3,Salaried,Postgraduate,Car,0
530,37,86216,580,375707,3,0.77,1,Salaried,PhD,Education,0
531,40,104040,342,226516,3,0.3,2,Self-Employed,Graduate,Personal,0
532,45,41644,785,141746,10,0.37,6,Salaried,High School,Home,0
533,42,82021,350,206610,15,0.16,5,Self-Employed,Graduate,Education,0
534,33,188197,509,360247,3,0.18,5,Unemployed,PhD,Home,0
535,39,62291,425,71446,3,0.61,7,Self-Employed,PhD,Car,0
536,56,186132,791,34072,1,0.76,7,Business,Graduate,Car,0
537,32,152610,808,38717,20,0.53,5,Self-Employed,PhD,Personal,0
538,61,187248,557,223417,1,0.6,0,Business,High School,Education,0
539,39,61520,487,162723,15,0.63,9,Unemployed,PhD,Education,0
540,32,45675,529,384346,3,0.28,6,Self-Employed,Postgraduate,Car,0
541,29,169359,488,442507,3,0.13,7,Salaried,Postgraduate,Home,1
542,27,20174,714,389533,5,0.1,4,Business,PhD,Personal,0
543,48,112268,309,114525,15,0.35,3,Unemployed,Graduate,Business,1
544,34,54998,413,461566,20,0.27,6,Salaried,PhD,Car,0
545,51,163184,375,218092,20,0.14,5,Business,Postgraduate,Car,0
546,39,125410,801,9646,20,0.23,5,Unemployed,High School,Personal,0
547,36,95225,384,306857,15,0.19,2,Unemployed,Postgraduate,Home,0
548,25,64814,348,335080,5,0.74,9,Salaried,PhD,Education,0
549,55,105091,794,180403,5,0.2,3,Unemployed,PhD,Car,0
550,32,70719,686,289329,1,0.48,4,Self-Employed,Graduate,Personal,1
551,45,149887,688,351407,15,0.52,8,Unemployed,PhD,Personal,0
552,41,53919,517,234728,15,0.48,7,Business,PhD,Personal,1
553,56,93155,645,57107,5,0.17,2,Business,High School,Education,0
554,43,91569,529,249865,10,0.32,5,Business,High School,Car,1
555,36,61328,554,464770,10,0.14,9,Self-Employed,High School,Personal,0
556,59,44618,535,284707,1,0.38,0,Salaried,Graduate,Education,0
557,62,54675,325,75729,10,0.23,2,Self-Employed,Graduate,Home,0
558,59,38919,560,282845,10,0.49,9,Self-Employed,Postgraduate,Business,1
559,34,24173,570,205144,10,0.58,6,Self-Employed,Graduate,Car,0
560,51,129369,422,446433,3,0.47,6,Unemployed,High School,Education,0
561,25,46400,556,442826,1,0.4,1,Salaried,Graduate,Business,0
562,55,90305,720,220494,5,0.37,2,Unemployed,PhD,Business,1
563,43,188636,558,257615,10,0.69,6,Self-Employed,Graduate,Education,0
564,49,196886,346,448347,20,0.25,5,Business,PhD,Education,0
565,63,108791,824,133331,3,0.61,6,Self-Employed,Postgraduate,Education,0
566,31,179034,507,165482,10,0.63,9,Salaried,PhD,Personal,1
567,38,90533,610,104280,3,0.39,8,Business,High School,Home,0
568,32,123591,448,194787,1,0.31,7,Salaried,Postgraduate,Personal,0
569,29,161650,737,43665,20,0.43,5,Self-Employed,Postgraduate,Business,1
570,30,151060,454,283101,20,0.17,3,Salaried,Postgraduate,Business,0
571,64,169696,389,446343,20,0.13,9,Unemployed,High School,Business,0
572,37,59194,657,461805,10,0.18,8,Business,PhD,Education,0
573,58,129903,473,313152,3,0.23,6,Salaried,Postgraduate,Car,1
574,27,151461,516,329064,20,0.45,4,Business,High School,Personal,0
575,33,119303,755,264285,15,0.69,1,Business,Postgraduate,Car,0
576,60,133903,498,168947,15,0.26,8,Self-Employed,Postgraduate,Home,1
577,62,87391,785,118828,3,0.75,6,Self-Employed,High School,Home,0
578,29,164866,832,390996,10,0.77,8,Business,Graduate,Personal,1
579,47,78002,499,137698,10,0.77,8,Salaried,Postgraduate,Business,0
580,22,55531,670,95815,1,0.69,9,Business,Graduate,Home,0
581,25,24986,747,199894,1,0.35,4,Self-Employed,Postgraduate,Car,0
582,49,52298,547,469981,20,0.15,6,Salaried,Graduate,Car,0
583,57,21481,563,208485,5,0.5,4,Business,PhD,Education,0
584,58,76408,357,169714,1,0.49,2,Self-Employed,Graduate,Business,0
585,39,141950,601,305455,10,0.69,9,Business,Graduate,Education,1
586,28,167907,330,37356,5,0.8,7,Business,Graduate,Personal,0
587,21,145355,797,270953,1,0.46,7,Business,Graduate,Home,1
588,42,47798,548,441587,3,0.34,8,Salaried,PhD,Education,0
589,37,111649,570,302019,15,0.23,5,Self-Employed,High School,Education,0
590,27,84887,693,246121,1,0.1,1,Self-Employed,Graduate,Personal,1
591,45,39477,801,276609,1,0.46,2,Unemployed,High School,Car,0
592,24,168338,383,202167,3,0.49,9,Business,Postgraduate,Car,1
593,56,147815,664,340988,10,0.68,5,Business,High School,Personal,0
594,26,194598,848,201322,20,0.45,0,Unemployed,Graduate,Car,0
595,51,147426,641,354033,3,0.74,1,Business,High School,Personal,0
596,39,162961,706,20250,20,0.54,7,Salaried,PhD,Car,0
597,64,44335,724,51023,1,0.69,7,Unemployed,PhD,Personal,0
598,59,162326,392,106350,10,0.2,5,Self-Employed,Graduate,Car,0
599,47,106610,711,182696,5,0.7,2,Business,High School,Education,0
600,30,31442,731,21427,1,0.57,1,Self-Employed,Postgraduate,Education,0
601,46,66289,458,431492,3,0.22,5,Business,PhD,Car,1
602,39,73747,313,338787,5,0.23,0,Unemployed,Graduate,Personal,1
603,59,57327,672,215084,15,0.75,9,Self-Employed,PhD,Education,0
604,23,167271,524,139511,5,0.12,5,Business,Graduate,Home,0
605,33,92827,804,484064,3,0.42,8,Salaried,High School,Car,0
606,48,126464,372,223403,5,0.32,6,Unemployed,High School,Home,0
607,40,151184,548,83672,3,0.57,8,Business,High School,Home,0
608,48,107051,810,477919,1,0.69,1,Business,High School,Business,1
609,28,170653,515,22300,10,0.35,4,Business,High School,Home,0
610,61,79722,840,327433,15,0.4,8,Unemployed,Graduate,Home,0
611,59,112036,519,415398,10,0.79,6,Business,PhD,Business,1
612,21,167595,520,468723,10,0.65,8,Business,Postgraduate,Business,0
613,23,86960,688,449128,10,0.73,5,Self-Employed,PhD,Business,1
614,33,39552,341,425125,3,0.41,6,Self-Employed,High School,Personal,0
615,48,161880,582,24659,3,0.26,9,Unemployed,PhD,Business,0
616,45,174692,357,167475,15,0.39,4,Unemployed,PhD,Personal,1
617,53,20887,836,250259,3,0.6,5,Salaried,Graduate,Car,0
618,58,51802,372,431802,20,0.18,0,Business,Postgraduate,Personal,0
619,26,105024,428,15360,3,0.29,0,Self-Employed,Postgraduate,Car,0
620,64,138639,725,288568,3,0.13,1,Self-Employed,High School,Business,0
621,52,138248,424,103035,3,0.4,3,Business,Graduate,Business,0
622,41,101938,366,53791,1,0.68,8,Business,Graduate,Car,0
623,36,142746,305,401281,15,0.12,6,Unemployed,Graduate,Education,0
624,41,46049,613,204867,20,0.57,5,Salaried,Graduate,Personal,0
625,31,97789,625,279444,3,0.75,0,Salaried,Graduate,Home,0
626,57,104526,805,38370,15,0.27,4,Unemployed,Postgraduate,Business,0
627,56,158918,381,205903,5,0.59,3,Unemployed,Postgraduate,Personal,0
628,55,66220,301,32209,1,0.78,4,Self-Employed,PhD,Personal,0
629,39,66163,503,288071,3,0.77,8,Unemployed,Postgraduate,Business,0
630,40,154837,703,39579,20,0.26,2,Salaried,Graduate,Car,0
631,38,137126,402,276176,1,0.17,3,Self-Employed,PhD,Business,0
632,61,101486,835,98254,20,0.2,7,Salaried,Postgraduate,Personal,0
633,34,196342,667,345557,1,0.59,2,Business,PhD,Education,0
634,35,95277,511,438947,5,0.61,2,Salaried,Postgraduate,Car,1
635,51,124245,508,118528,15,0.57,8,Self-Employed,High School,Business,0
636,21,142332,416,228274,1,0.34,4,Salaried,Postgraduate,Home,0
637,23,42931,777,451983,10,0.22,9,Self-Employed,PhD,Business,0
638,36,109116,404,391060,5,0.51,0,Self-Employed,High School,Personal,0
639,43,75633,794,243292,10,0.44,6,Unemployed,Graduate,Personal,0
640,31,71913,345,339446,5,0.61,6,Salaried,PhD,Home,0
641,32,114776,630,186026,10,0.41,5,Unemployed,Graduate,Car,0
642,30,45991,515,253342,10,0.34,5,Unemployed,Graduate,Personal,1
643,52,124092,791,224437,20,0.31,2,Salaried,PhD,Car,0
644,36,161633,748,352901,1,0.25,2,Self-Employed,Graduate,Car,1
645,28,167973,835,423318,1,0.29,9,Business,PhD,Business,0
646,58,115556,810,432649,5,0.17,8,Salaried,PhD,Car,0
647,32,82875,757,283076,15,0.34,0,Unemployed,Postgraduate,Personal,0
648,44,176989,846,292858,20,0.13,6,Unemployed,High School,Personal,0
649,48,82120,835,62803,1,0.23,9,Self-Employed,Graduate,Education,0
650,28,153060,839,437959,1,0.62,6,Unemployed,Graduate,Car,1
651,48,130041,783,138624,20,0.33,7,Business,High School,Education,0
652,56,148467,315,61627,3,0.57,5,Unemployed,High School,Business,0
653,46,165328,542,182059,20,0.6,7,Self-Employed,High School,Education,0
654,28,138490,506,346954,1,0.51,0,Salaried,High School,Car,0
655,48,146155,570,50380,15,0.77,0,Self-Employed,High School,Personal,0
656,48,48230,414,165322,3,0.12,8,Unemployed,Postgraduate,Business,0
657,57,79778,598,204416,10,0.62,3,Self-Employed,PhD,Car,0
658,61,65833,782,331830,20,0.77,2,Unemployed,High School,Business,0
659,56,42625,696,387465,10,0.7,5,Self-Employed,Postgraduate,Home,0
660,47,52088,693,312172,3,0.22,9,Salaried,High School,Car,1
661,37,192239,374,151367,3,0.33,8,Unemployed,High School,Home,1
662,29,123937,781,380285,3,0.22,9,Business,Graduate,Education,0
663,53,96361,402,322392,5,0.52,3,Business,Graduate,Car,0
664,40,108229,596,478421,20,0.6,8,Business,Graduate,Home,1
665,33,155189,477,277667,15,0.32,4,Business,Graduate,Personal,0
666,48,110265,514,312674,15,0.48,6,Unemployed,PhD,Education,0
667,49,117718,614,264125,10,0.58,2,Unemployed,PhD,Car,0
668,33,80710,338,18769,10,0.39,2,Salaried,Graduate,Car,0
669,55,114876,558,461258,10,0.7,2,Self-Employed,Graduate,Personal,1
670,26,50949,306,117035,20,0.64,7,Unemployed,High School,Personal,0
671,38,173619,348,180717,1,0.15,5,Business,High School,Home,1
672,25,88136,837,226815,10,0.53,8,Unemployed,Graduate,Home,0
673,45,131541,460,460358,3,0.26,8,Business,Graduate,Home,0
674,22,81842,475,236832,10,0.49,7,Salaried,Graduate,Business,1
675,30,46990,301,161629,3,0.77,0,Self-Employed,High School,Education,1
676,50,167265,754,239799,5,0.72,5,Unemployed,Graduate,Car,0
677,25,50109,575,346926,1,0.38,3,Self-Employed,Graduate,Education,0
678,53,150356,797,345526,1,0.3,3,Business,PhD,Personal,0
679,21,170305,327,173157,20,0.26,2,Business,PhD,Education,0
680,38,148133,632,448924,20,0.47,8,Self-Employed,High School,Education,0
681,52,185582,300,449573,15,0.18,1,Salaried,PhD,Home,0
682,31,21306,487,378083,5,0.48,0,Self-Employed,High School,Personal,0
683,41,23849,355,149542,20,0.1,9,Self-Employed,Postgraduate,Education,0
684,46,32360,846,345856,3,0.33,2,Unemployed,Graduate,Car,0
685,45,131072,411,123643,5,0.25,3,Unemployed,High School,Home,0
686,42,114767,609,374561,1,0.78,3,Business,PhD,Education,0
687,47,196872,335,215154,3,0.61,5,Unemployed,Postgraduate,Personal,0
688,33,188035,738,142877,5,0.34,0,Salaried,PhD,Car,0
689,53,74330,624,218396,1,0.16,0,Salaried,High School,Personal,0
690,54,71707,606,395400,20,0.46,1,Salaried,Postgraduate,Personal,0
691,61,38689,833,230956,3,0.25,3,Business,PhD,Personal,0
692,55,49084,408,460244,3,0.48,6,Salaried,Postgraduate,Business,1
693,21,60387,671,186844,1,0.68,5,Salaried,Graduate,Car,0
694,41,94816,656,450320,3,0.53,8,Unemployed,Graduate,Personal,0
695,26,22642,480,471832,20,0.54,6,Business,Postgraduate,Business,0
696,48,62137,655,106422,20,0.48,4,Self-Employed,PhD,Home,0
697,37,82260,367,356444,20,0.75,5,Salaried,PhD,Business,1
698,25,166510,591,273774,1,0.75,9,Unemployed,PhD,Home,0
699,51,68442,480,391618,10,0.46,8,Self-Employed,Graduate,Business,1
700,25,123061,765,366013,10,0.31,0,Salaried,High School,Personal,0
701,58,154066,733,282845,3,0.42,8,Self-Employed,High School,Business,0
702,23,145844,763,150931,20,0.23,5,Self-Employed,Postgraduate,Business,0
703,43,119575,833,419399,3,0.55,3,Business,PhD,Personal,0
704,57,21813,365,438654,1,0.45,4,Business,Postgraduate,Home,1
705,57,113027,320,364429,3,0.17,0,Salaried,High School,Personal,0
706,30,143489,683,122556,15,0.24,6,Salaried,High School,Car,0
707,30,104381,338,233495,10,0.44,7,Business,PhD,Business,0
708,39,75276,584,259809,3,0.72,4,Salaried,Postgraduate,Car,1
709,37,61243,635,440460,3,0.5,1,Salaried,PhD,Personal,0
710,41,80272,487,210384,5,0.58,7,Business,High School,Personal,0
711,34,193123,542,20021,3,0.34,9,Self-Employed,High School,Education,0
